step,actic loss,critic loss,average distance,time
1270,-5.4926,1.9883,5.5578,0min5sec
1280,-5.4505,1.9741,5.5472,0min5sec
1290,-5.4091,1.9601,5.5368,0min5sec
1300,-5.3679,1.9463,5.5267,0min5sec
1310,-5.3275,1.9328,5.5170,0min5sec
1320,-5.2874,1.9195,5.5073,0min5sec
1330,-5.2483,1.9063,5.4977,0min5sec
1340,-5.2101,1.8934,5.4881,0min5sec
1350,-5.1720,1.8806,5.4788,0min5sec
1360,-5.1348,1.8680,5.4695,0min5sec
1370,-5.0974,1.8556,5.4605,0min5sec
1380,-5.0611,1.8434,5.4516,0min5sec
1390,-5.0250,1.8314,5.4427,0min5sec
1400,-4.9899,1.8195,5.4339,0min5sec
1410,-4.9545,1.8078,5.4253,0min5sec
1420,-4.9201,1.7963,5.4168,0min5sec
1430,-4.8865,1.7850,5.4086,0min5sec
1440,-4.8530,1.7737,5.4003,0min5sec
1450,-4.8201,1.7626,5.3920,0min5sec
1460,-4.7877,1.7517,5.3839,0min5sec
1470,-4.7559,1.7410,5.3760,0min5sec
1480,-4.7244,1.7304,5.3681,0min5sec
1490,-4.6932,1.7198,5.3602,0min5sec
1500,-4.6625,1.7095,5.3524,0min5sec
1510,-4.6321,1.6992,5.3448,0min5sec
1520,-4.6019,1.6892,5.3374,0min5sec
1530,-4.5723,1.6792,5.3300,0min5sec
1540,-4.5429,1.6695,5.3227,0min5sec
1550,-4.5147,1.6600,5.3155,0min5sec
1560,-4.4860,1.6505,5.3082,0min5sec
1570,-4.4582,1.6410,5.3010,0min5sec
1580,-4.4302,1.6317,5.2940,0min5sec
1590,-4.4028,1.6226,5.2871,0min5sec
1600,-4.3758,1.6134,5.2801,0min5sec
1610,-4.3495,1.6044,5.2733,0min5sec
1620,-4.3231,1.5955,5.2665,0min5sec
1630,-4.2972,1.5867,5.2598,0min5sec
1640,-4.2712,1.5780,5.2533,0min5sec
1650,-4.2457,1.5694,5.2470,0min5sec
1660,-4.2206,1.5610,5.2407,0min5sec
1670,-4.1958,1.5526,5.2344,0min5sec
1680,-4.1715,1.5443,5.2283,0min5sec
1690,-4.1473,1.5361,5.2223,0min5sec
1700,-4.1236,1.5282,5.2165,0min5sec
1710,-4.0998,1.5202,5.2104,0min5sec
1720,-4.0767,1.5124,5.2046,0min5sec
1730,-4.0535,1.5046,5.1989,0min5sec
1740,-4.0304,1.4968,5.1932,0min5sec
1750,-4.0078,1.4892,5.1876,0min5sec
1760,-3.9856,1.4816,5.1822,0min5sec
1770,-3.9636,1.4742,5.1767,0min5sec
1780,-3.9418,1.4668,5.1713,0min5sec
1790,-3.9204,1.4595,5.1658,0min5sec
1800,-3.8991,1.4523,5.1603,0min5sec
1810,-3.8778,1.4451,5.1549,0min5sec
1820,-3.8570,1.4380,5.1495,0min5sec
1830,-3.8364,1.4310,5.1442,0min5sec
1840,-3.8161,1.4241,5.1390,0min5sec
1850,-3.7956,1.4173,5.1341,0min5sec
1860,-3.7758,1.4106,5.1290,0min5sec
1870,-3.7559,1.4040,5.1238,0min5sec
1880,-3.7364,1.3973,5.1186,0min5sec
1890,-3.7170,1.3908,5.1138,0min5sec
1900,-3.6978,1.3845,5.1091,0min5sec
1910,-3.6786,1.3781,5.1042,0min5sec
1920,-3.6597,1.3718,5.0995,0min5sec
1930,-3.6412,1.3656,5.0948,0min5sec
1940,-3.6228,1.3593,5.0900,0min5sec
1950,-3.6045,1.3532,5.0854,0min5sec
1960,-3.5863,1.3471,5.0809,0min5sec
1970,-3.5684,1.3410,5.0763,0min5sec
1980,-3.5508,1.3350,5.0717,0min5sec
1990,-3.5334,1.3291,5.0671,0min5sec
2000,-3.5162,1.3232,5.0626,0min5sec
2010,-3.4990,1.3174,5.0581,0min5sec
2020,-3.4820,1.3116,5.0537,0min5sec
2030,-3.4651,1.3060,5.0493,0min5sec
2040,-3.4484,1.3003,5.0449,0min5sec
2050,-3.4320,1.2948,5.0407,0min5sec
2060,-3.4156,1.2893,5.0364,0min5sec
2070,-3.3996,1.2838,5.0322,0min5sec
2080,-3.3836,1.2784,5.0280,0min5sec
2090,-3.3678,1.2730,5.0238,0min5sec
2100,-3.3521,1.2677,5.0198,0min5sec
2110,-3.3367,1.2625,5.0159,0min5sec
2120,-3.3213,1.2573,5.0120,0min5sec
2130,-3.3061,1.2521,5.0082,0min5sec
2140,-3.2909,1.2470,5.0043,0min5sec
2150,-3.2759,1.2420,5.0005,0min5sec
2160,-3.2612,1.2370,4.9967,0min5sec
2170,-3.2465,1.2320,4.9929,0min5sec
2180,-3.2319,1.2271,4.9891,0min5sec
2190,-3.2173,1.2223,4.9855,0min5sec
2200,-3.2029,1.2174,4.9818,0min5sec
2210,-3.1887,1.2126,4.9783,0min5sec
2220,-3.1747,1.2078,4.9745,0min5sec
2230,-3.1607,1.2031,4.9709,0min5sec
2240,-3.1469,1.1985,4.9674,0min5sec
2250,-3.1332,1.1938,4.9639,0min5sec
2260,-3.1196,1.1892,4.9603,0min5sec
2270,-3.1061,1.1847,4.9568,0min5sec
2280,-3.0927,1.1801,4.9532,0min5sec
2290,-3.0796,1.1757,4.9497,0min5sec
2300,-3.0665,1.1713,4.9464,0min5sec
2310,-3.0536,1.1669,4.9432,0min5sec
2320,-3.0407,1.1627,4.9401,0min5sec
2330,-3.0280,1.1584,4.9368,0min5sec
2340,-3.0152,1.1541,4.9335,0min5sec
2350,-3.0026,1.1498,4.9302,0min5sec
2360,-2.9901,1.1456,4.9270,0min5sec
2370,-2.9777,1.1415,4.9239,0min5sec
2380,-2.9655,1.1373,4.9207,0min5sec
2390,-2.9534,1.1332,4.9174,0min5sec
2400,-2.9413,1.1292,4.9143,0min5sec
2410,-2.9294,1.1251,4.9112,0min5sec
2420,-2.9176,1.1211,4.9081,0min5sec
2430,-2.9057,1.1172,4.9050,0min5sec
2440,-2.8940,1.1133,4.9020,0min5sec
2450,-2.8825,1.1094,4.8990,0min5sec
2460,-2.8710,1.1055,4.8959,0min5sec
2470,-2.8596,1.1016,4.8929,0min5sec
2480,-2.8483,1.0978,4.8899,0min5sec
2490,-2.8371,1.0940,4.8869,0min5sec
2500,-2.8260,1.0902,4.8839,0min5sec
2510,-2.8151,1.0865,4.8811,0min5sec
2520,-2.8042,1.0828,4.8782,0min5sec
2530,-2.7934,1.0791,4.8753,0min5sec
2540,-2.7826,1.0755,4.8726,0min5sec
2550,-2.7719,1.0720,4.8699,0min5sec
2560,-2.7614,1.0684,4.8671,0min5sec
2570,-2.7507,1.0648,4.8644,0min5sec
2580,-2.7403,1.0612,4.8617,0min5sec
2590,-2.7298,1.0577,4.8590,0min5sec
2600,-2.7197,1.0542,4.8563,0min5sec
2610,-2.7095,1.0508,4.8535,0min5sec
2620,-2.6995,1.0473,4.8510,0min5sec
2630,-2.6894,1.0440,4.8484,0min5sec
2640,-2.6794,1.0406,4.8458,0min5sec
2650,-2.6695,1.0372,4.8432,0min5sec
2660,-2.6595,1.0339,4.8406,0min5sec
2670,-2.6497,1.0306,4.8382,0min5sec
2680,-2.6401,1.0274,4.8357,0min5sec
2690,-2.6304,1.0242,4.8334,0min5sec
2700,-2.6209,1.0210,4.8309,0min5sec
2710,-2.6116,1.0179,4.8285,0min5sec
2720,-2.6021,1.0147,4.8262,0min5sec
2730,-2.5929,1.0116,4.8237,0min5sec
2740,-2.5836,1.0084,4.8213,0min5sec
2750,-2.5744,1.0053,4.8188,0min5sec
2760,-2.5654,1.0021,4.8164,0min5sec
2770,-2.5564,0.9991,4.8139,0min5sec
2780,-2.5477,0.9960,4.8116,0min5sec
2790,-2.5386,0.9930,4.8092,0min5sec
2800,-2.5298,0.9899,4.8067,0min5sec
2810,-2.5209,0.9869,4.8043,0min5sec
2820,-2.5124,0.9839,4.8021,0min5sec
2830,-2.5037,0.9810,4.7998,0min5sec
2840,-2.4952,0.9781,4.7975,0min5sec
2850,-2.4866,0.9751,4.7952,0min5sec
2860,-2.4782,0.9722,4.7929,0min5sec
2870,-2.4698,0.9693,4.7908,0min5sec
2880,-2.4613,0.9665,4.7886,0min5sec
2890,-2.4531,0.9636,4.7863,0min5sec
2900,-2.4450,0.9608,4.7840,0min5sec
2910,-2.4366,0.9579,4.7818,0min5sec
2920,-2.4286,0.9552,4.7796,0min5sec
2930,-2.4205,0.9524,4.7775,0min5sec
2940,-2.4123,0.9496,4.7754,0min5sec
2950,-2.4047,0.9469,4.7733,0min5sec
2960,-2.3967,0.9442,4.7712,0min5sec
2970,-2.3889,0.9416,4.7693,0min5sec
2980,-2.3811,0.9389,4.7672,0min5sec
2990,-2.3734,0.9362,4.7653,0min5sec
3000,-2.3657,0.9336,4.7632,0min5sec
3010,-2.3582,0.9309,4.7611,0min5sec
3020,-2.3505,0.9283,4.7591,0min5sec
3030,-2.3429,0.9257,4.7569,0min5sec
3040,-2.3354,0.9230,4.7549,0min5sec
3050,-2.3280,0.9205,4.7528,0min5sec
3060,-2.3205,0.9179,4.7508,0min5sec
3070,-2.3130,0.9153,4.7488,0min5sec
3080,-2.3058,0.9129,4.7470,0min5sec
3090,-2.2989,0.9105,4.7451,0min5sec
3100,-2.2917,0.9080,4.7431,0min5sec
3110,-2.2844,0.9055,4.7411,0min5sec
3120,-2.2773,0.9030,4.7392,0min5sec
3130,-2.2703,0.9006,4.7373,0min5sec
3140,-2.2632,0.8982,4.7353,0min5sec
3150,-2.2563,0.8957,4.7334,0min5sec
3160,-2.2493,0.8933,4.7314,0min5sec
3170,-2.2425,0.8910,4.7296,0min5sec
3180,-2.2356,0.8886,4.7277,0min5sec
3190,-2.2286,0.8862,4.7258,0min5sec
3200,-2.2219,0.8838,4.7240,0min5sec
3210,-2.2151,0.8815,4.7221,0min5sec
3220,-2.2084,0.8791,4.7202,0min5sec
3230,-2.2018,0.8768,4.7184,0min5sec
3240,-2.1952,0.8745,4.7166,0min5sec
3250,-2.1886,0.8723,4.7148,0min5sec
3260,-2.1821,0.8700,4.7130,0min5sec
3270,-2.1755,0.8677,4.7112,0min5sec
3280,-2.1690,0.8655,4.7095,0min5sec
3290,-2.1626,0.8633,4.7077,0min5sec
3300,-2.1563,0.8611,4.7059,0min5sec
3310,-2.1499,0.8590,4.7041,0min5sec
3320,-2.1436,0.8568,4.7025,0min5sec
3330,-2.1373,0.8546,4.7008,0min5sec
3340,-2.1311,0.8525,4.6991,0min5sec
3350,-2.1248,0.8503,4.6973,0min5sec
3360,-2.1186,0.8482,4.6956,0min5sec
3370,-2.1125,0.8461,4.6941,0min5sec
3380,-2.1064,0.8439,4.6925,0min5sec
3390,-2.1005,0.8418,4.6908,0min5sec
3400,-2.0944,0.8397,4.6891,0min5sec
3410,-2.0885,0.8377,4.6874,0min5sec
3420,-2.0825,0.8356,4.6859,0min5sec
3430,-2.0766,0.8336,4.6843,0min5sec
3440,-2.0706,0.8316,4.6826,0min5sec
3450,-2.0649,0.8296,4.6810,0min5sec
3460,-2.0591,0.8275,4.6793,0min5sec
3470,-2.0533,0.8255,4.6777,0min5sec
3480,-2.0476,0.8236,4.6763,0min5sec
3490,-2.0420,0.8216,4.6747,0min5sec
3500,-2.0364,0.8196,4.6731,0min5sec
3510,-2.0309,0.8177,4.6716,0min5sec
3520,-2.0252,0.8157,4.6701,0min5sec
3530,-2.0194,0.8138,4.6685,0min5sec
3540,-2.0140,0.8119,4.6670,0min5sec
3550,-2.0085,0.8100,4.6654,0min5sec
3560,-2.0030,0.8081,4.6639,0min5sec
3570,-1.9976,0.8062,4.6623,0min5sec
3580,-1.9921,0.8043,4.6608,0min5sec
3590,-1.9868,0.8025,4.6593,0min5sec
3600,-1.9814,0.8006,4.6578,0min5sec
3610,-1.9761,0.7988,4.6564,0min5sec
3620,-1.9708,0.7969,4.6549,0min5sec
3630,-1.9655,0.7950,4.6534,0min5sec
3640,-1.9603,0.7932,4.6519,0min5sec
3650,-1.9550,0.7914,4.6504,0min5sec
3660,-1.9498,0.7896,4.6490,0min5sec
3670,-1.9447,0.7878,4.6476,0min5sec
3680,-1.9396,0.7861,4.6461,0min5sec
3690,-1.9346,0.7843,4.6447,0min5sec
3700,-1.9295,0.7826,4.6434,0min5sec
3710,-1.9244,0.7808,4.6420,0min5sec
3720,-1.9194,0.7790,4.6406,0min5sec
3730,-1.9144,0.7773,4.6393,0min5sec
3740,-1.9095,0.7756,4.6381,0min5sec
3750,-1.9046,0.7739,4.6368,0min5sec
3760,-1.8997,0.7722,4.6355,0min5sec
3770,-1.8948,0.7705,4.6341,0min5sec
3780,-1.8899,0.7688,4.6328,0min5sec
3790,-1.8851,0.7672,4.6314,0min5sec
3800,-1.8803,0.7655,4.6302,0min5sec
3810,-1.8755,0.7638,4.6289,0min5sec
3820,-1.8708,0.7621,4.6277,0min5sec
3830,-1.8661,0.7605,4.6264,0min5sec
3840,-1.8614,0.7589,4.6251,0min5sec
3850,-1.8569,0.7573,4.6239,0min5sec
3860,-1.8522,0.7557,4.6226,0min5sec
3870,-1.8476,0.7540,4.6214,0min5sec
3880,-1.8430,0.7525,4.6201,0min5sec
3890,-1.8384,0.7509,4.6188,0min5sec
3900,-1.8338,0.7493,4.6175,0min5sec
3910,-1.8294,0.7477,4.6164,0min5sec
3920,-1.8249,0.7462,4.6151,0min5sec
3930,-1.8204,0.7446,4.6139,0min5sec
3940,-1.8158,0.7431,4.6127,0min5sec
3950,-1.8115,0.7416,4.6114,0min5sec
3960,-1.8071,0.7400,4.6102,0min5sec
3970,-1.8026,0.7385,4.6089,0min5sec
3980,-1.7982,0.7370,4.6077,0min5sec
3990,-1.7938,0.7355,4.6065,0min5sec
4000,-1.7894,0.7339,4.6053,0min5sec
4010,-1.7851,0.7325,4.6042,0min5sec
4020,-1.7806,0.7310,4.6031,0min5sec
4030,-1.7764,0.7296,4.6019,0min5sec
4040,-1.7720,0.7281,4.6007,0min5sec
4050,-1.7678,0.7266,4.5996,0min5sec
4060,-1.7635,0.7251,4.5984,0min5sec
4070,-1.7593,0.7237,4.5972,0min5sec
4080,-1.7551,0.7222,4.5960,0min5sec
4090,-1.7509,0.7208,4.5948,0min5sec
4100,-1.7468,0.7193,4.5937,0min5sec
4110,-1.7427,0.7179,4.5926,0min5sec
4120,-1.7388,0.7165,4.5914,0min5sec
4130,-1.7346,0.7150,4.5903,0min5sec
4140,-1.7306,0.7136,4.5891,0min5sec
4150,-1.7266,0.7122,4.5880,0min5sec
4160,-1.7226,0.7108,4.5869,0min5sec
4170,-1.7186,0.7094,4.5858,0min5sec
4180,-1.7146,0.7080,4.5848,0min5sec
4190,-1.7106,0.7067,4.5838,0min5sec
4200,-1.7067,0.7053,4.5827,0min5sec
4210,-1.7027,0.7040,4.5816,0min5sec
4220,-1.6988,0.7026,4.5805,0min5sec
4230,-1.6949,0.7012,4.5794,0min5sec
4240,-1.6911,0.6999,4.5784,0min5sec
4250,-1.6872,0.6985,4.5773,0min5sec
4260,-1.6834,0.6972,4.5762,0min5sec
4270,-1.6796,0.6959,4.5752,0min5sec
4280,-1.6757,0.6946,4.5741,0min5sec
4290,-1.6721,0.6932,4.5731,0min5sec
4300,-1.6682,0.6919,4.5720,0min5sec
4310,-1.6646,0.6906,4.5710,0min5sec
4320,-1.6608,0.6893,4.5700,0min5sec
4330,-1.6571,0.6880,4.5689,0min5sec
4340,-1.6534,0.6867,4.5678,0min5sec
4350,-1.6497,0.6854,4.5667,0min5sec
4360,-1.6459,0.6842,4.5657,0min5sec
4370,-1.6423,0.6829,4.5647,0min5sec
4380,-1.6387,0.6817,4.5637,0min5sec
4390,-1.6350,0.6804,4.5627,0min5sec
4400,-1.6314,0.6792,4.5618,0min5sec
4410,-1.6279,0.6779,4.5608,0min5sec
4420,-1.6243,0.6767,4.5598,0min5sec
4430,-1.6208,0.6755,4.5588,0min5sec
4440,-1.6173,0.6742,4.5578,0min5sec
4450,-1.6138,0.6730,4.5568,0min5sec
4460,-1.6103,0.6718,4.5558,0min5sec
4470,-1.6068,0.6706,4.5549,0min5sec
4480,-1.6033,0.6694,4.5539,0min5sec
4490,-1.5999,0.6682,4.5530,0min5sec
4500,-1.5964,0.6670,4.5520,0min5sec
4510,-1.5930,0.6659,4.5511,0min5sec
4520,-1.5896,0.6647,4.5502,0min5sec
4530,-1.5862,0.6635,4.5492,0min5sec
4540,-1.5828,0.6623,4.5483,0min5sec
4550,-1.5795,0.6612,4.5473,0min5sec
4560,-1.5762,0.6600,4.5463,0min5sec
4570,-1.5728,0.6588,4.5453,0min5sec
4580,-1.5694,0.6577,4.5444,0min5sec
4590,-1.5661,0.6565,4.5434,0min5sec
4600,-1.5627,0.6554,4.5425,0min5sec
4610,-1.5595,0.6543,4.5416,0min5sec
4620,-1.5562,0.6532,4.5407,0min5sec
4630,-1.5530,0.6520,4.5398,0min5sec
4640,-1.5498,0.6509,4.5390,0min5sec
4650,-1.5465,0.6498,4.5381,0min5sec
4660,-1.5433,0.6487,4.5372,0min5sec
4670,-1.5401,0.6476,4.5363,0min5sec
4680,-1.5369,0.6465,4.5354,0min5sec
4690,-1.5338,0.6454,4.5345,0min5sec
4700,-1.5307,0.6443,4.5336,0min5sec
4710,-1.5275,0.6432,4.5327,0min5sec
4720,-1.5245,0.6422,4.5319,0min5sec
4730,-1.5214,0.6411,4.5310,0min5sec
4740,-1.5182,0.6400,4.5300,0min5sec
4750,-1.5152,0.6389,4.5291,0min5sec
4760,-1.5120,0.6379,4.5283,0min5sec
4770,-1.5090,0.6368,4.5274,0min5sec
4780,-1.5060,0.6357,4.5265,0min5sec
4790,-1.5030,0.6347,4.5257,0min5sec
4800,-1.5000,0.6337,4.5248,0min5sec
4810,-1.4970,0.6326,4.5240,0min5sec
4820,-1.4940,0.6315,4.5231,0min5sec
4830,-1.4910,0.6305,4.5223,0min5sec
4840,-1.4880,0.6295,4.5214,0min5sec
4850,-1.4851,0.6284,4.5206,0min5sec
4860,-1.4822,0.6274,4.5197,0min5sec
4870,-1.4793,0.6264,4.5189,0min5sec
4880,-1.4764,0.6254,4.5181,0min5sec
4890,-1.4735,0.6243,4.5172,0min5sec
4900,-1.4706,0.6233,4.5163,0min5sec
4910,-1.4676,0.6223,4.5155,0min5sec
4920,-1.4648,0.6213,4.5146,0min5sec
4930,-1.4619,0.6203,4.5138,0min5sec
4940,-1.4591,0.6193,4.5129,0min5sec
4950,-1.4562,0.6183,4.5121,0min5sec
4960,-1.4534,0.6173,4.5113,0min5sec
4970,-1.4506,0.6163,4.5105,0min5sec
4980,-1.4478,0.6153,4.5096,0min5sec
4990,-1.4449,0.6143,4.5088,0min5sec
5000,-1.4421,0.6134,4.5080,0min5sec
5010,-1.4393,0.6124,4.5072,0min5sec
5020,-1.4366,0.6114,4.5064,0min5sec
5030,-1.4338,0.6104,4.5056,0min5sec
5040,-1.4311,0.6095,4.5047,0min5sec
5050,-1.4283,0.6085,4.5039,0min5sec
5060,-1.4256,0.6076,4.5031,0min5sec
5070,-1.4229,0.6066,4.5023,0min5sec
5080,-1.4201,0.6057,4.5014,0min5sec
5090,-1.4174,0.6047,4.5007,0min5sec
5100,-1.4147,0.6038,4.4999,0min5sec
5110,-1.4121,0.6029,4.4992,0min5sec
5120,-1.4094,0.6020,4.4984,0min5sec
5130,-1.4067,0.6010,4.4977,0min5sec
5140,-1.4041,0.6001,4.4969,0min5sec
5150,-1.4014,0.5992,4.4962,0min5sec
5160,-1.3988,0.5983,4.4954,0min5sec
5170,-1.3962,0.5973,4.4947,0min5sec
5180,-1.3936,0.5964,4.4939,0min5sec
5190,-1.3910,0.5955,4.4931,0min5sec
5200,-1.3884,0.5946,4.4924,0min5sec
5210,-1.3858,0.5937,4.4916,0min5sec
5220,-1.3832,0.5928,4.4909,0min5sec
5230,-1.3806,0.5919,4.4901,0min5sec
5240,-1.3781,0.5910,4.4894,0min5sec
5250,-1.3756,0.5902,4.4887,0min5sec
5260,-1.3730,0.5893,4.4879,0min5sec
5270,-1.3705,0.5884,4.4872,0min5sec
5280,-1.3680,0.5876,4.4865,0min5sec
5290,-1.3654,0.5867,4.4858,0min5sec
5300,-1.3629,0.5858,4.4850,0min5sec
5310,-1.3604,0.5850,4.4843,0min5sec
5320,-1.3579,0.5841,4.4835,0min5sec
5330,-1.3554,0.5832,4.4828,0min5sec
5340,-1.3529,0.5824,4.4820,0min5sec
5350,-1.3505,0.5815,4.4813,0min5sec
5360,-1.3480,0.5807,4.4806,0min5sec
5370,-1.3457,0.5799,4.4800,0min5sec
5380,-1.3433,0.5791,4.4794,0min5sec
5390,-1.3409,0.5782,4.4787,0min5sec
5400,-1.3385,0.5774,4.4781,0min5sec
5410,-1.3361,0.5766,4.4774,0min5sec
5420,-1.3338,0.5757,4.4767,0min5sec
5430,-1.3314,0.5749,4.4761,0min5sec
5440,-1.3290,0.5741,4.4754,0min5sec
5450,-1.3267,0.5732,4.4747,0min5sec
5460,-1.3243,0.5724,4.4740,0min5sec
5470,-1.3220,0.5716,4.4733,0min5sec
5480,-1.3197,0.5708,4.4726,0min5sec
5490,-1.3173,0.5700,4.4719,0min5sec
5500,-1.3150,0.5691,4.4712,0min5sec
5510,-1.3127,0.5683,4.4705,0min5sec
5520,-1.3104,0.5675,4.4698,0min5sec
5530,-1.3082,0.5667,4.4691,0min5sec
5540,-1.3059,0.5660,4.4684,0min5sec
5550,-1.3036,0.5652,4.4678,0min5sec
5560,-1.3014,0.5644,4.4672,0min5sec
5570,-1.2991,0.5636,4.4665,0min5sec
5580,-1.2969,0.5629,4.4659,0min5sec
5590,-1.2947,0.5621,4.4653,0min5sec
5600,-1.2924,0.5613,4.4647,0min5sec
5610,-1.2902,0.5605,4.4640,0min5sec
5620,-1.2880,0.5598,4.4633,0min5sec
