step,actic loss,critic loss,average distance,time
2320,-2.7639,1.4028,5.7307,0min5sec
2330,-2.7526,1.3977,5.7251,0min5sec
2340,-2.7425,1.3928,5.7200,0min5sec
2350,-2.7324,1.3880,5.7149,0min5sec
2360,-2.7216,1.3831,5.7096,0min5sec
2370,-2.7115,1.3784,5.7046,0min5sec
2380,-2.7013,1.3737,5.6997,0min5sec
2390,-2.6903,1.3689,5.6949,0min5sec
2400,-2.6801,1.3641,5.6902,0min5sec
2410,-2.6695,1.3594,5.6853,0min5sec
2420,-2.6594,1.3548,5.6805,0min5sec
2430,-2.6497,1.3504,5.6760,0min5sec
2440,-2.6402,1.3459,5.6712,0min5sec
2450,-2.6307,1.3417,5.6667,0min5sec
2460,-2.6204,1.3374,5.6623,0min5sec
2470,-2.6104,1.3329,5.6579,0min5sec
2480,-2.6001,1.3284,5.6532,0min5sec
2490,-2.5902,1.3240,5.6489,0min5sec
2500,-2.5798,1.3197,5.6449,0min5sec
2510,-2.5704,1.3156,5.6404,0min5sec
2520,-2.5625,1.3119,5.6371,0min5sec
2530,-2.5590,1.3092,5.6344,0min5sec
2540,-2.5562,1.3078,5.6335,0min5sec
2550,-2.5482,1.3057,5.6315,0min5sec
2560,-2.5408,1.3019,5.6276,0min5sec
2570,-2.5314,1.2978,5.6232,0min5sec
2580,-2.5229,1.2939,5.6191,0min5sec
2590,-2.5142,1.2900,5.6152,0min5sec
2600,-2.5061,1.2861,5.6114,0min5sec
2610,-2.4970,1.2821,5.6074,0min5sec
2620,-2.4886,1.2783,5.6035,0min5sec
2630,-2.4803,1.2746,5.5998,0min5sec
2640,-2.4718,1.2710,5.5964,0min5sec
2650,-2.4632,1.2674,5.5929,0min5sec
2660,-2.4546,1.2636,5.5892,0min5sec
2670,-2.4472,1.2602,5.5858,0min5sec
2680,-2.4384,1.2568,5.5825,0min5sec
2690,-2.4301,1.2530,5.5788,0min5sec
2700,-2.4221,1.2494,5.5753,0min5sec
2710,-2.4141,1.2457,5.5714,0min5sec
2720,-2.4060,1.2421,5.5673,0min5sec
2730,-2.3983,1.2386,5.5637,0min5sec
2740,-2.3903,1.2350,5.5598,0min5sec
2750,-2.3817,1.2313,5.5560,0min5sec
2760,-2.3741,1.2278,5.5523,0min5sec
2770,-2.3690,1.2250,5.5496,0min5sec
2780,-2.3624,1.2217,5.5462,0min5sec
2790,-2.3547,1.2183,5.5424,0min5sec
2800,-2.3474,1.2148,5.5388,0min5sec
2810,-2.3401,1.2114,5.5352,0min5sec
2820,-2.3323,1.2079,5.5319,0min5sec
2830,-2.3249,1.2047,5.5285,0min5sec
2840,-2.3178,1.2020,5.5258,0min5sec
2850,-2.3117,1.1992,5.5232,0min5sec
2860,-2.3048,1.1965,5.5210,0min5sec
2870,-2.2981,1.1937,5.5179,0min5sec
2880,-2.2896,1.1909,5.5147,0min5sec
2890,-2.2830,1.1876,5.5113,0min5sec
2900,-2.2754,1.1844,5.5078,0min5sec
2910,-2.2690,1.1815,5.5048,0min5sec
2920,-2.2648,1.1795,5.5033,0min5sec
2930,-2.2596,1.1771,5.5011,0min5sec
2940,-2.2526,1.1740,5.4980,0min5sec
2950,-2.2456,1.1708,5.4949,0min5sec
2960,-2.2386,1.1678,5.4919,0min5sec
2970,-2.2320,1.1647,5.4887,0min5sec
2980,-2.2254,1.1616,5.4856,0min5sec
2990,-2.2188,1.1587,5.4828,0min5sec
3000,-2.2120,1.1557,5.4797,0min5sec
3010,-2.2055,1.1526,5.4764,0min5sec
3020,-2.1989,1.1497,5.4731,0min5sec
3030,-2.1924,1.1468,5.4700,0min5sec
3040,-2.1858,1.1439,5.4669,0min5sec
3050,-2.1793,1.1409,5.4639,0min5sec
3060,-2.1734,1.1382,5.4612,0min5sec
3070,-2.1673,1.1352,5.4583,0min5sec
3080,-2.1612,1.1323,5.4551,0min5sec
3090,-2.1552,1.1295,5.4524,0min5sec
3100,-2.1494,1.1266,5.4497,0min5sec
3110,-2.1442,1.1239,5.4475,0min5sec
3120,-2.1400,1.1215,5.4457,0min5sec
3130,-2.1366,1.1198,5.4454,0min5sec
3140,-2.1317,1.1176,5.4446,0min5sec
3150,-2.1252,1.1151,5.4425,0min5sec
3160,-2.1192,1.1127,5.4405,0min5sec
3170,-2.1150,1.1104,5.4386,0min5sec
3180,-2.1089,1.1082,5.4370,0min5sec
3190,-2.1033,1.1058,5.4351,0min5sec
3200,-2.0983,1.1036,5.4341,0min5sec
3210,-2.0932,1.1012,5.4320,0min5sec
3220,-2.0872,1.0986,5.4294,0min5sec
3230,-2.0816,1.0962,5.4270,0min5sec
3240,-2.0766,1.0939,5.4249,0min5sec
3250,-2.0709,1.0915,5.4227,0min5sec
3260,-2.0656,1.0891,5.4204,0min5sec
3270,-2.0616,1.0870,5.4189,0min5sec
3280,-2.0608,1.0864,5.4203,0min5sec
3290,-2.0580,1.0853,5.4207,0min5sec
3300,-2.0515,1.0837,5.4203,0min5sec
3310,-2.0459,1.0814,5.4185,0min5sec
3320,-2.0403,1.0789,5.4161,0min5sec
3330,-2.0350,1.0765,5.4136,0min5sec
3340,-2.0300,1.0746,5.4121,0min5sec
3350,-2.0258,1.0723,5.4103,0min5sec
3360,-2.0202,1.0698,5.4078,0min5sec
3370,-2.0147,1.0673,5.4052,0min5sec
3380,-2.0092,1.0648,5.4024,0min5sec
3390,-2.0038,1.0624,5.3999,0min5sec
3400,-1.9983,1.0601,5.3974,0min5sec
3410,-1.9931,1.0578,5.3951,0min5sec
3420,-1.9878,1.0555,5.3930,0min5sec
3430,-1.9824,1.0531,5.3909,0min5sec
3440,-1.9779,1.0512,5.3895,0min5sec
3450,-1.9731,1.0491,5.3880,0min5sec
3460,-1.9679,1.0467,5.3857,0min5sec
3470,-1.9627,1.0443,5.3832,0min5sec
3480,-1.9576,1.0420,5.3806,0min5sec
3490,-1.9526,1.0400,5.3788,0min5sec
3500,-1.9480,1.0383,5.3774,0min5sec
3510,-1.9432,1.0365,5.3760,0min5sec
3520,-1.9386,1.0343,5.3738,0min5sec
3530,-1.9334,1.0320,5.3714,0min5sec
3540,-1.9286,1.0297,5.3688,0min5sec
3550,-1.9235,1.0274,5.3663,0min5sec
3560,-1.9186,1.0251,5.3637,0min5sec
3570,-1.9142,1.0229,5.3614,0min5sec
3580,-1.9098,1.0211,5.3602,0min5sec
3590,-1.9052,1.0191,5.3582,0min5sec
3600,-1.9005,1.0169,5.3557,0min5sec
3610,-1.8954,1.0148,5.3532,0min5sec
3620,-1.8903,1.0128,5.3510,0min5sec
3630,-1.8853,1.0107,5.3484,0min5sec
3640,-1.8807,1.0085,5.3461,0min5sec
3650,-1.8762,1.0065,5.3438,0min5sec
3660,-1.8715,1.0043,5.3414,0min5sec
3670,-1.8666,1.0021,5.3388,0min5sec
3680,-1.8618,0.9999,5.3363,0min5sec
3690,-1.8571,0.9978,5.3337,0min5sec
3700,-1.8522,0.9956,5.3313,0min5sec
3710,-1.8475,0.9935,5.3288,0min5sec
3720,-1.8431,0.9914,5.3266,0min5sec
3730,-1.8387,0.9894,5.3246,0min5sec
3740,-1.8342,0.9873,5.3223,0min5sec
3750,-1.8297,0.9852,5.3200,0min5sec
3760,-1.8249,0.9832,5.3176,0min5sec
3770,-1.8205,0.9811,5.3153,0min5sec
3780,-1.8163,0.9791,5.3131,0min5sec
3790,-1.8118,0.9770,5.3107,0min5sec
3800,-1.8073,0.9749,5.3084,0min5sec
3810,-1.8029,0.9728,5.3061,0min5sec
3820,-1.7984,0.9709,5.3040,0min5sec
3830,-1.7942,0.9689,5.3016,0min5sec
3840,-1.7898,0.9669,5.2992,0min5sec
3850,-1.7854,0.9649,5.2970,0min5sec
3860,-1.7813,0.9630,5.2949,0min5sec
3870,-1.7781,0.9612,5.2930,0min5sec
3880,-1.7744,0.9594,5.2912,0min5sec
3890,-1.7701,0.9576,5.2892,0min5sec
3900,-1.7659,0.9557,5.2873,0min5sec
3910,-1.7618,0.9538,5.2852,0min5sec
3920,-1.7577,0.9519,5.2830,0min5sec
3930,-1.7537,0.9500,5.2810,0min5sec
3940,-1.7522,0.9493,5.2809,0min5sec
3950,-1.7493,0.9484,5.2809,0min5sec
3960,-1.7457,0.9466,5.2792,0min5sec
3970,-1.7416,0.9448,5.2770,0min5sec
3980,-1.7376,0.9429,5.2747,0min5sec
3990,-1.7339,0.9412,5.2728,0min5sec
4000,-1.7299,0.9394,5.2708,0min5sec
4010,-1.7258,0.9377,5.2688,0min5sec
4020,-1.7220,0.9359,5.2668,0min5sec
4030,-1.7182,0.9341,5.2647,0min5sec
4040,-1.7142,0.9322,5.2625,0min5sec
4050,-1.7101,0.9305,5.2605,0min5sec
4060,-1.7066,0.9289,5.2590,0min5sec
4070,-1.7030,0.9272,5.2573,0min5sec
4080,-1.6992,0.9254,5.2551,0min5sec
4090,-1.6953,0.9236,5.2528,0min5sec
4100,-1.6915,0.9218,5.2506,0min5sec
4110,-1.6877,0.9200,5.2484,0min5sec
4120,-1.6839,0.9182,5.2462,0min5sec
4130,-1.6801,0.9165,5.2441,0min5sec
4140,-1.6768,0.9148,5.2422,0min5sec
4150,-1.6732,0.9131,5.2402,0min5sec
4160,-1.6697,0.9113,5.2382,0min5sec
4170,-1.6666,0.9098,5.2366,0min5sec
4180,-1.6635,0.9083,5.2349,0min5sec
4190,-1.6599,0.9065,5.2330,0min5sec
4200,-1.6564,0.9048,5.2311,0min5sec
4210,-1.6528,0.9031,5.2292,0min5sec
4220,-1.6492,0.9014,5.2271,0min5sec
4230,-1.6456,0.8998,5.2254,0min5sec
4240,-1.6421,0.8982,5.2238,0min5sec
4250,-1.6385,0.8965,5.2218,0min5sec
4260,-1.6349,0.8948,5.2198,0min5sec
4270,-1.6318,0.8932,5.2180,0min5sec
4280,-1.6285,0.8917,5.2165,0min5sec
4290,-1.6253,0.8901,5.2148,0min5sec
4300,-1.6222,0.8886,5.2132,0min5sec
4310,-1.6194,0.8872,5.2118,0min5sec
4320,-1.6163,0.8856,5.2102,0min5sec
4330,-1.6128,0.8840,5.2085,0min5sec
4340,-1.6092,0.8825,5.2070,0min5sec
4350,-1.6060,0.8809,5.2051,0min5sec
4360,-1.6027,0.8794,5.2037,0min5sec
4370,-1.5995,0.8782,5.2030,0min5sec
4380,-1.5964,0.8767,5.2012,0min5sec
4390,-1.5934,0.8751,5.1994,0min5sec
4400,-1.5903,0.8737,5.1980,0min5sec
4410,-1.5878,0.8726,5.1971,0min5sec
4420,-1.5847,0.8713,5.1959,0min5sec
4430,-1.5815,0.8698,5.1944,0min5sec
4440,-1.5783,0.8683,5.1926,0min5sec
4450,-1.5750,0.8667,5.1908,0min5sec
4460,-1.5718,0.8652,5.1890,0min5sec
4470,-1.5685,0.8637,5.1875,0min5sec
4480,-1.5652,0.8623,5.1860,0min5sec
4490,-1.5619,0.8608,5.1844,0min5sec
4500,-1.5589,0.8593,5.1827,0min5sec
4510,-1.5558,0.8579,5.1810,0min5sec
4520,-1.5526,0.8564,5.1792,0min5sec
4530,-1.5495,0.8548,5.1774,0min5sec
4540,-1.5464,0.8533,5.1755,0min5sec
4550,-1.5432,0.8517,5.1736,0min5sec
4560,-1.5401,0.8503,5.1719,0min5sec
4570,-1.5371,0.8488,5.1701,0min5sec
4580,-1.5341,0.8473,5.1685,0min5sec
4590,-1.5315,0.8460,5.1673,0min5sec
4600,-1.5286,0.8446,5.1658,0min5sec
4610,-1.5256,0.8433,5.1645,0min5sec
4620,-1.5226,0.8418,5.1627,0min5sec
4630,-1.5195,0.8404,5.1611,0min5sec
4640,-1.5165,0.8390,5.1594,0min5sec
4650,-1.5133,0.8376,5.1577,0min5sec
4660,-1.5110,0.8365,5.1566,0min5sec
4670,-1.5083,0.8353,5.1555,0min5sec
4680,-1.5057,0.8340,5.1539,0min5sec
4690,-1.5026,0.8328,5.1527,0min5sec
4700,-1.4999,0.8314,5.1511,0min5sec
4710,-1.4969,0.8301,5.1497,0min5sec
4720,-1.4939,0.8288,5.1482,0min5sec
4730,-1.4910,0.8274,5.1465,0min5sec
4740,-1.4882,0.8260,5.1450,0min5sec
4750,-1.4854,0.8247,5.1435,0min5sec
4760,-1.4826,0.8233,5.1420,0min5sec
4770,-1.4798,0.8220,5.1403,0min5sec
4780,-1.4769,0.8206,5.1386,0min5sec
4790,-1.4741,0.8193,5.1371,0min5sec
4800,-1.4719,0.8180,5.1357,0min5sec
4810,-1.4697,0.8171,5.1351,0min5sec
4820,-1.4675,0.8161,5.1342,0min5sec
4830,-1.4650,0.8148,5.1330,0min5sec
4840,-1.4624,0.8136,5.1315,0min5sec
4850,-1.4598,0.8123,5.1301,0min5sec
4860,-1.4576,0.8110,5.1287,0min5sec
4870,-1.4551,0.8098,5.1274,0min5sec
4880,-1.4524,0.8086,5.1261,0min5sec
4890,-1.4498,0.8073,5.1245,0min5sec
4900,-1.4470,0.8060,5.1229,0min5sec
4910,-1.4442,0.8047,5.1213,0min5sec
4920,-1.4414,0.8034,5.1196,0min5sec
4930,-1.4389,0.8021,5.1182,0min5sec
4940,-1.4365,0.8009,5.1168,0min5sec
4950,-1.4341,0.7997,5.1155,0min5sec
4960,-1.4319,0.7986,5.1144,0min5sec
4970,-1.4297,0.7975,5.1134,0min5sec
4980,-1.4274,0.7964,5.1126,0min5sec
4990,-1.4251,0.7952,5.1114,0min5sec
5000,-1.4227,0.7941,5.1103,0min5sec
5010,-1.4203,0.7930,5.1092,0min5sec
5020,-1.4183,0.7919,5.1083,0min5sec
5030,-1.4164,0.7911,5.1078,0min5sec
5040,-1.4142,0.7901,5.1068,0min5sec
5050,-1.4126,0.7893,5.1063,0min5sec
5060,-1.4110,0.7885,5.1061,0min5sec
5070,-1.4092,0.7877,5.1058,0min5sec
5080,-1.4070,0.7867,5.1049,0min5sec
5090,-1.4047,0.7856,5.1038,0min5sec
5100,-1.4027,0.7845,5.1027,0min5sec
5110,-1.4005,0.7834,5.1017,0min5sec
5120,-1.3981,0.7823,5.1006,0min5sec
5130,-1.3958,0.7811,5.0994,0min5sec
5140,-1.3935,0.7800,5.0982,0min5sec
5150,-1.3910,0.7788,5.0969,0min5sec
5160,-1.3884,0.7777,5.0956,0min5sec
5170,-1.3860,0.7765,5.0943,0min5sec
5180,-1.3833,0.7754,5.0930,0min5sec
5190,-1.3809,0.7743,5.0917,0min5sec
5200,-1.3784,0.7731,5.0903,0min5sec
5210,-1.3761,0.7720,5.0889,0min5sec
5220,-1.3738,0.7708,5.0875,0min5sec
5230,-1.3720,0.7698,5.0864,0min5sec
5240,-1.3695,0.7686,5.0850,0min5sec
5250,-1.3671,0.7674,5.0836,0min5sec
5260,-1.3648,0.7663,5.0822,0min5sec
5270,-1.3625,0.7651,5.0808,0min5sec
5280,-1.3602,0.7640,5.0794,0min5sec
5290,-1.3578,0.7628,5.0779,0min5sec
5300,-1.3554,0.7617,5.0765,0min5sec
5310,-1.3530,0.7605,5.0751,0min5sec
5320,-1.3510,0.7594,5.0738,0min5sec
5330,-1.3487,0.7583,5.0725,0min5sec
5340,-1.3467,0.7573,5.0712,0min5sec
5350,-1.3444,0.7562,5.0701,0min5sec
5360,-1.3423,0.7551,5.0687,0min5sec
5370,-1.3399,0.7540,5.0673,0min5sec
5380,-1.3376,0.7529,5.0659,0min5sec
5390,-1.3353,0.7517,5.0644,0min5sec
5400,-1.3332,0.7506,5.0630,0min5sec
5410,-1.3310,0.7495,5.0617,0min5sec
5420,-1.3288,0.7485,5.0604,0min5sec
5430,-1.3266,0.7474,5.0591,0min5sec
5440,-1.3243,0.7464,5.0578,0min5sec
5450,-1.3221,0.7453,5.0564,0min5sec
5460,-1.3199,0.7442,5.0550,0min5sec
5470,-1.3176,0.7431,5.0537,0min5sec
5480,-1.3153,0.7421,5.0524,0min5sec
5490,-1.3130,0.7410,5.0510,0min5sec
5500,-1.3109,0.7400,5.0496,0min5sec
5510,-1.3088,0.7389,5.0482,0min5sec
5520,-1.3066,0.7379,5.0469,0min5sec
5530,-1.3045,0.7368,5.0455,0min5sec
5540,-1.3023,0.7358,5.0442,0min5sec
5550,-1.3002,0.7348,5.0429,0min5sec
5560,-1.2981,0.7338,5.0417,0min5sec
5570,-1.2960,0.7329,5.0407,0min5sec
5580,-1.2940,0.7320,5.0398,0min5sec
5590,-1.2918,0.7311,5.0386,0min5sec
5600,-1.2898,0.7301,5.0373,0min5sec
5610,-1.2877,0.7290,5.0361,0min5sec
5620,-1.2856,0.7280,5.0348,0min5sec
